sample_id,dataset,gold_answer,single_agent_baseline_answer,majority_voting_baseline_answer,round5_majority_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,round5_majority_correct,scrd_correct,outcome_vs_round1,outcome_vs_vanilla5,effective_rounds_used,actual_rounds_executed,stop_reason,single_agent_total_tokens,majority_vote_total_tokens,round5_cumulative_total_tokens,scrd_total_tokens
gsm8k_0052,gsm8k,160,80,80,88,80,False,False,False,False,both_wrong,both_wrong,2,3,rollback,402,1185,7824.0,10072
gsm8k_0053,gsm8k,5,5,5,10,5,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,431,1276,7794.0,5621
gsm8k_0054,gsm8k,36,36,36,36,36,True,True,True,True,both_correct,both_correct,2,2,early_stop,402,1191,7442.0,5208
gsm8k_0055,gsm8k,11,8,21,21,11,False,False,False,True,wrong_to_correct,wrong_to_correct,3,4,rollback,419,1240,7933.0,17687
gsm8k_0056,gsm8k,75,75,75,56,75,True,True,False,True,both_correct,wrong_to_correct,3,4,rollback,414,1219,7999.0,12908
gsm8k_0057,gsm8k,45,45,45,45,45,True,True,True,True,both_correct,both_correct,2,2,early_stop,442,1309,7916.0,5900
gsm8k_0058,gsm8k,2,3.33,3.33,2,2.5,False,False,True,True,wrong_to_correct,both_correct,3,3,early_stop,415,1228,7418.0,10454
gsm8k_0059,gsm8k,320,200,200,480,480,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,416,1228,7723.0,6120
gsm8k_0060,gsm8k,120,80,80,95,80,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,472,1359,8413.0,6486
gsm8k_0061,gsm8k,96,96,96,96,96,True,True,True,True,both_correct,both_correct,5,5,early_stop,466,1285,8160.0,17836
gsm8k_0062,gsm8k,200,200,200,200,200,True,True,True,True,both_correct,both_correct,2,2,early_stop,495,1486,8833.0,6251
gsm8k_0063,gsm8k,15,15,15,16,15,True,True,False,True,both_correct,wrong_to_correct,2,3,rollback,444,1240,7516.0,10438
gsm8k_0064,gsm8k,59,9,9,9,9,False,False,False,False,both_wrong,both_wrong,2,3,rollback,428,1299,8199.0,10838
gsm8k_0065,gsm8k,840,420,540,660,540,False,False,False,False,both_wrong,both_wrong,2,3,rollback,388,1158,7499.0,9992
gsm8k_0066,gsm8k,558,553,553,558,559,False,False,True,False,both_wrong,correct_to_wrong,2,2,early_stop,381,1144,7529.0,5871
gsm8k_0067,gsm8k,520,780,770,800,770,False,False,False,False,both_wrong,both_wrong,2,3,rollback,422,1245,8178.0,11040
gsm8k_0068,gsm8k,6,2,2,2.67,2,False,False,False,False,both_wrong,both_wrong,4,5,rollback,505,1420,8323.0,22659
gsm8k_0069,gsm8k,90,165,165,110,90,False,False,False,True,wrong_to_correct,wrong_to_correct,2,3,rollback,403,1199,7848.0,9854
gsm8k_0070,gsm8k,49,49,49,49,49,True,True,True,True,both_correct,both_correct,2,2,early_stop,375,1114,7196.0,5236
gsm8k_0071,gsm8k,19,19,19,16,19,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,414,1210,7412.0,5386
gsm8k_0072,gsm8k,25,25,25,29,25,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,407,1200,7724.0,5361
gsm8k_0073,gsm8k,54,36,18,54,18,False,False,True,False,both_wrong,correct_to_wrong,3,3,early_stop,444,1281,8092.0,9460
gsm8k_0074,gsm8k,3,3,3,3,3,True,True,True,True,both_correct,both_correct,2,2,early_stop,433,1273,7939.0,5558
gsm8k_0075,gsm8k,28,28,28,28,28,True,True,True,True,both_correct,both_correct,4,5,rollback,421,1284,7794.0,18132
gsm8k_0076,gsm8k,15,8,10,10,10,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,391,1159,8380.0,5493
gsm8k_0077,gsm8k,768,407,768,567,768,False,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,395,1237,7178.0,5781
gsm8k_0078,gsm8k,85,85,85,91,85,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,419,1177,7370.0,5480
gsm8k_0079,gsm8k,4,4,4,4,4,True,True,True,True,both_correct,both_correct,4,4,early_stop,442,1313,7988.0,13775
gsm8k_0080,gsm8k,70,70,70,60,70,True,True,False,True,both_correct,wrong_to_correct,5,5,early_stop,395,1170,7219.0,15532
multiarith_0001,math,0,4,4,,7,False,False,,False,both_wrong,vanilla_missing,3,4,rollback,493,1477,,19136
multiarith_0002,math,98,98,98,,98,True,True,,True,both_correct,vanilla_missing,4,5,rollback,483,1442,,20641
multiarith_0003,math,4,4,4,,4,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,374,1156,,4998
multiarith_0004,math,17,9,9,,9,False,False,,False,both_wrong,vanilla_missing,2,3,rollback,369,1088,,9020
multiarith_0005,math,6,6,6,,6,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,478,1375,,5933
multiarith_0006,math,11,3,3,,3,False,False,,False,both_wrong,vanilla_missing,2,3,rollback,374,1110,,9660
multiarith_0007,math,-7,-1,-1,,28,False,False,,False,both_wrong,vanilla_missing,3,4,rollback,786,2321,,22695
multiarith_0008,math,0,3,3,,3,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,384,1137,,5324
multiarith_0009,math,3,9,9,,9,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,390,1125,,7042
multiarith_0010,math,41,19,19,,41,False,False,,True,wrong_to_correct,vanilla_missing,2,2,early_stop,379,1178,,6251
multiarith_0011,math,4,4,4,,4,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,456,1422,,5849
multiarith_0012,math,10,5,10,,10,False,True,,True,both_correct,vanilla_missing,2,2,early_stop,444,1402,,6045
multiarith_0013,math,45,4.5,4.5,,180,False,False,,False,both_wrong,vanilla_missing,2,3,rollback,462,1300,,11215
multiarith_0014,math,2,-21 + -2b,3a - 14,,14,False,False,,False,both_wrong,vanilla_missing,2,3,rollback,424,1241,,12018
multiarith_0015,math,192,48,192,,192,False,True,,True,both_correct,vanilla_missing,2,2,early_stop,468,1339,,6139
multiarith_0016,math,9,8,8,,8,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,375,1155,,5441
multiarith_0017,math,58,25,25,,25,False,False,,False,both_wrong,vanilla_missing,3,4,rollback,378,1101,,12406
multiarith_0018,math,8,7,7,,7,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,403,1192,,5427
multiarith_0019,math,40,40,40,,40,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,422,1181,,6451
multiarith_0020,math,71,66,66,,66,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,523,1404,,7456
multiarith_0021,math,1,-1,-1,,-1,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,365,1072,,5304
multiarith_0022,math,103,61,61,,61,False,False,,False,both_wrong,vanilla_missing,3,3,early_stop,409,1184,,11437
multiarith_0023,math,-30,-3x - 40,-3x - 40,,40,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,363,1065,,5120
multiarith_0024,math,0,5,5,,0,False,False,,True,wrong_to_correct,vanilla_missing,2,3,rollback,365,1116,,10145
multiarith_0025,math,3,3,3,,3,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,387,1179,,5175
multiarith_0026,math,200,200,200,,200,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,432,1237,,5622
multiarith_0027,math,12,12,12,,12,True,True,,True,both_correct,vanilla_missing,5,5,early_stop,370,1094,,14804
multiarith_0028,math,1,1,1,,19,True,True,,False,correct_to_wrong,vanilla_missing,2,3,rollback,394,1164,,10800
multiarith_0029,math,95,115,115,,95,False,False,,True,wrong_to_correct,vanilla_missing,2,2,early_stop,462,1351,,6055
multiarith_0030,math,45,45,45,,45,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,402,1157,,5977
multiarith_0031,math,5,-5,5,,5,False,True,,True,both_correct,vanilla_missing,2,2,early_stop,400,1361,,6364
multiarith_0032,math,14,14,14,,14,True,True,,True,both_correct,vanilla_missing,5,5,early_stop,425,1306,,16512
multiarith_0033,math,5,5,5,,5,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,397,1176,,5124
multiarith_0034,math,4,2,2,,2,False,False,,False,both_wrong,vanilla_missing,5,5,early_stop,405,1215,,16143
multiarith_0035,math,729,-10,-10,,-10,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,431,1394,,7404
multiarith_0036,math,64,30,33,,33,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,375,1106,,5355
multiarith_0037,math,0,-4.0000,-4.0000,,0,False,False,,True,wrong_to_correct,vanilla_missing,5,5,early_stop,785,2384,,31305
multiarith_0038,math,21,21,21,,21,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,386,1171,,5361
multiarith_0039,math,66,66,60,,66,True,False,,True,wrong_to_correct,vanilla_missing,5,5,early_stop,417,1181,,17659
multiarith_0040,math,11,11.5,5,,11,False,False,,True,wrong_to_correct,vanilla_missing,5,6,rollback,448,1252,,27586
multiarith_0041,math,59,61,61,,59,False,False,,True,wrong_to_correct,vanilla_missing,2,2,early_stop,441,1336,,7202
multiarith_0042,math,1,0,0,,2,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,376,1136,,5608
multiarith_0043,math,3,3,3,,3,True,True,,True,both_correct,vanilla_missing,5,6,rollback,371,1116,,24630
multiarith_0044,math,-6,-5,-5,,-6,False,False,,True,wrong_to_correct,vanilla_missing,2,2,early_stop,376,1147,,5587
multiarith_0045,math,8,19,19,,10,False,False,,False,both_wrong,vanilla_missing,2,3,rollback,713,2140,,14831
multiarith_0046,math,42,16,42,,42,False,True,,True,both_correct,vanilla_missing,2,2,early_stop,417,1309,,6050
multiarith_0047,math,5,0.006656,2,,2,False,False,,False,both_wrong,vanilla_missing,3,3,early_stop,471,1349,,12011
multiarith_0048,math,169,46,46,,49,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,420,1279,,5965
multiarith_0049,math,-112,16,16,,16,False,False,,False,both_wrong,vanilla_missing,3,4,rollback,408,1252,,16890
multiarith_0050,math,4,3,3,,3,False,False,,False,both_wrong,vanilla_missing,5,6,rollback,369,1169,,25041
multiarith_0051,math,121,121,121,,121,True,True,,True,both_correct,vanilla_missing,5,5,early_stop,368,1107,,15029
multiarith_0052,math,66,66,66,,66,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,439,1259,,6137
multiarith_0053,math,271,271,271,,271,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,416,1215,,5745
multiarith_0054,math,3,3,3,,3,True,True,,True,both_correct,vanilla_missing,3,3,early_stop,367,1082,,8095
multiarith_0055,math,21,10*1+0=10,10*1+0=10,,21,False,False,,True,wrong_to_correct,vanilla_missing,2,2,early_stop,1269,3722,,11576
multiarith_0056,math,5,5,5,,5,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,433,1197,,5395
multiarith_0057,math,181,181,181,,181,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,387,1137,,5541
multiarith_0058,math,11,11,11,,11,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,397,1184,,5323
multiarith_0059,math,-2,-2,-2,,-2,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,538,1594,,6224
multiarith_0060,math,631,61,61,,61,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,365,1082,,5133
multiarith_0061,math,233,193,193,,233,False,False,,True,wrong_to_correct,vanilla_missing,3,4,rollback,385,1140,,14104
multiarith_0062,math,5,5,5,,5,True,True,,True,both_correct,vanilla_missing,4,4,early_stop,386,1130,,12607
multiarith_0063,math,48,48,48,,48,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,427,1235,,5804
multiarith_0064,math,486,486,486,,486,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,398,1241,,5445
multiarith_0065,math,5,2,2,,2,False,False,,False,both_wrong,vanilla_missing,4,5,rollback,394,1133,,17953
multiarith_0066,math,99,24.75,99,,24.75,False,True,,False,correct_to_wrong,vanilla_missing,3,4,rollback,537,1473,,19143
multiarith_0067,math,0,-1,-1,,0,False,False,,True,wrong_to_correct,vanilla_missing,5,6,rollback,500,1447,,24420
multiarith_0068,math,3,2,4,,2,False,False,,False,both_wrong,vanilla_missing,3,4,rollback,463,1376,,15820
multiarith_0069,math,6,6,6,,6,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,396,1192,,5334
multiarith_0070,math,9,9,9,,9,True,True,,True,both_correct,vanilla_missing,3,4,rollback,437,1278,,15146
multiarith_0071,math,16,10,8,,8,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,392,1200,,5456
multiarith_0072,math,4,-7,-7,,-7,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,399,1220,,5806
multiarith_0073,math,12,12,12,,12,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,446,1265,,5861
multiarith_0074,math,3,5,5,,3,False,False,,True,wrong_to_correct,vanilla_missing,2,2,early_stop,374,1154,,5409
multiarith_0075,math,-3,-5,-3,,-3,False,True,,True,both_correct,vanilla_missing,2,2,early_stop,370,1088,,5362
multiarith_0076,math,10,2,2,,3,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,388,1144,,5621
multiarith_0077,math,24,30,30,,30,False,False,,False,both_wrong,vanilla_missing,2,2,early_stop,403,1298,,6093
multiarith_0078,math,255,15,15,,255,False,False,,True,wrong_to_correct,vanilla_missing,3,4,rollback,359,1068,,13411
multiarith_0079,math,1,1,1,,1,True,True,,True,both_correct,vanilla_missing,2,2,early_stop,431,1265,,5436
multiarith_0080,math,82,26,26,,82,False,False,,True,wrong_to_correct,vanilla_missing,2,2,early_stop,373,1141,,5610
multiarith_0001,multiarith,39.0,49,49,49,39,False,False,False,True,wrong_to_correct,wrong_to_correct,2,2,early_stop,394,1183,7432.0,5524
multiarith_0002,multiarith,8.0,8,8,8,8,True,True,True,True,both_correct,both_correct,2,2,early_stop,393,1164,7225.0,5127
multiarith_0003,multiarith,2.0,2,2,4,2,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,400,1180,7453.0,5100
multiarith_0004,multiarith,40.0,40,40,40,40,True,True,True,True,both_correct,both_correct,2,2,early_stop,398,1135,7284.0,5273
multiarith_0005,multiarith,3.0,13,13,13,13,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,391,1158,7282.0,5454
multiarith_0006,multiarith,7.0,17,17,17,7,False,False,False,True,wrong_to_correct,wrong_to_correct,3,4,rollback,393,1174,7455.0,13667
multiarith_0007,multiarith,19.0,19,19,19,19,True,True,True,True,both_correct,both_correct,2,2,early_stop,371,1095,7042.0,5030
multiarith_0008,multiarith,2.0,2,2,12,2,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,404,1179,7350.0,5261
multiarith_0009,multiarith,11.0,21,11,11,11,False,True,True,True,both_correct,both_correct,2,2,early_stop,395,1180,7427.0,5277
multiarith_0010,multiarith,1.0,1,13,13,1,True,False,False,True,wrong_to_correct,wrong_to_correct,3,3,early_stop,402,1133,7388.0,10604
multiarith_0011,multiarith,66.0,66,66,66,66,True,True,True,True,both_correct,both_correct,2,2,early_stop,407,1144,7428.0,5183
multiarith_0012,multiarith,9.0,9,9,1,9,True,True,False,True,both_correct,wrong_to_correct,3,3,early_stop,407,1209,7544.0,8755
multiarith_0013,multiarith,22.0,22,22,22,22,True,True,True,True,both_correct,both_correct,2,2,early_stop,405,1170,7339.0,5196
multiarith_0014,multiarith,2.0,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,404,1181,7318.0,5266
multiarith_0015,multiarith,15.0,8,8,5,8,False,False,False,False,both_wrong,both_wrong,2,3,rollback,374,1103,7130.0,9087
multiarith_0016,multiarith,2.0,2,2,2,2,True,True,True,True,both_correct,both_correct,2,2,early_stop,396,1173,7121.0,5103
multiarith_0017,multiarith,14.0,14,14,14,14,True,True,True,True,both_correct,both_correct,2,2,early_stop,423,1244,7610.0,5371
multiarith_0018,multiarith,86.0,86,86,86,86,True,True,True,True,both_correct,both_correct,2,2,early_stop,417,1213,7604.0,5297
multiarith_0019,multiarith,50.0,50,50,50,50,True,True,True,True,both_correct,both_correct,2,2,early_stop,404,1150,7420.0,5210
multiarith_0020,multiarith,25.0,25,25,35,25,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,412,1205,7540.0,5287
multiarith_0021,multiarith,4.0,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,401,1203,7448.0,5258
multiarith_0022,multiarith,68.0,68,68,28,68,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,384,1123,7808.0,5280
multiarith_0023,multiarith,6.0,8,8,10,6,False,False,False,True,wrong_to_correct,wrong_to_correct,2,2,early_stop,392,1176,7514.0,5402
multiarith_0024,multiarith,19.0,19,19,19,19,True,True,True,True,both_correct,both_correct,2,2,early_stop,368,1095,7120.0,4996
multiarith_0025,multiarith,55.0,55,55,55,55,True,True,True,True,both_correct,both_correct,2,2,early_stop,395,1128,7296.0,5141
multiarith_0026,multiarith,34.0,34,34,14,34,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,373,1108,7384.0,5053
multiarith_0027,multiarith,12.0,12,12,2,12,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,398,1178,7162.0,5328
multiarith_0028,multiarith,16.0,16,16,16,16,True,True,True,True,both_correct,both_correct,2,2,early_stop,393,1168,7455.0,5245
multiarith_0029,multiarith,73.0,73,73,7,73,True,True,False,True,both_correct,wrong_to_correct,2,3,rollback,409,1177,7329.0,9979
multiarith_0030,multiarith,17.0,17,17,52,17,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,405,1188,7310.0,5290
multiarith_0031,multiarith,18.0,18,18,18,18,True,True,True,True,both_correct,both_correct,2,2,early_stop,375,1154,7185.0,5106
multiarith_0032,multiarith,41.0,41,41,22,41,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,416,1196,7731.0,5536
multiarith_0033,multiarith,7.0,7,7,-8,7,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,415,1231,7581.0,5339
multiarith_0034,multiarith,36.0,36,36,26,36,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,400,1162,7400.0,5379
multiarith_0035,multiarith,63.0,63,63,63,63,True,True,True,True,both_correct,both_correct,2,2,early_stop,390,1143,7497.0,5114
multiarith_0036,multiarith,13.0,13,13,14,13,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,410,1198,7486.0,5280
multiarith_0037,multiarith,56.0,56,56,54,56,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,409,1208,7507.0,5311
multiarith_0038,multiarith,15.0,15,15,15,15,True,True,True,True,both_correct,both_correct,4,4,early_stop,371,1111,7146.0,11759
multiarith_0039,multiarith,5.0,5,15,15,5,True,False,False,True,wrong_to_correct,wrong_to_correct,2,2,early_stop,404,1135,7240.0,5416
multiarith_0040,multiarith,24.0,24,24,24,24,True,True,True,True,both_correct,both_correct,2,2,early_stop,395,1187,7461.0,5340
multiarith_0041,multiarith,15.0,15,15,28,15,True,True,False,True,both_correct,wrong_to_correct,2,3,rollback,405,1194,7381.0,9890
multiarith_0042,multiarith,14.0,14,14,14,14,True,True,True,True,both_correct,both_correct,2,2,early_stop,400,1178,7114.0,5292
multiarith_0043,multiarith,1.0,1,1,1,1,True,True,True,True,both_correct,both_correct,2,2,early_stop,371,1098,7087.0,5007
multiarith_0044,multiarith,1.0,-9,-9,-9,1,False,False,False,True,wrong_to_correct,wrong_to_correct,2,2,early_stop,416,1210,7569.0,5429
multiarith_0045,multiarith,11.0,11,12,9,11,True,False,False,True,wrong_to_correct,wrong_to_correct,4,5,rollback,378,1110,7292.0,16544
multiarith_0046,multiarith,35.0,35,35,35,35,True,True,True,True,both_correct,both_correct,2,2,early_stop,404,1165,7239.0,5186
multiarith_0047,multiarith,16.0,16,16,8,16,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,412,1148,7263.0,5376
multiarith_0048,multiarith,4.0,4,4,4,4,True,True,True,True,both_correct,both_correct,3,3,early_stop,394,1163,7269.0,8525
multiarith_0049,multiarith,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,3,3,early_stop,410,1205,7433.0,9057
multiarith_0050,multiarith,54.0,54,54,54,54,True,True,True,True,both_correct,both_correct,2,2,early_stop,375,1131,7242.0,5072
multiarith_0051,multiarith,15.0,15,15,20,15,True,True,False,True,both_correct,wrong_to_correct,2,3,rollback,405,1194,7408.0,9261
multiarith_0052,multiarith,14.0,14,14,14,14,True,True,True,True,both_correct,both_correct,2,2,early_stop,400,1177,7091.0,5143
multiarith_0053,multiarith,1.0,1,1,1,1,True,True,True,True,both_correct,both_correct,3,4,rollback,371,1110,7176.0,12147
multiarith_0054,multiarith,1.0,-9,-9,-21,-9,False,False,False,False,both_wrong,both_wrong,2,2,early_stop,416,1214,7569.0,5415
multiarith_0055,multiarith,11.0,12,12,9,11,False,False,False,True,wrong_to_correct,wrong_to_correct,2,2,early_stop,375,1108,7296.0,5455
multiarith_0056,multiarith,35.0,35,35,35,35,True,True,True,True,both_correct,both_correct,2,3,rollback,400,1189,7248.0,10611
multiarith_0057,multiarith,16.0,16,16,16,16,True,True,True,True,both_correct,both_correct,3,3,early_stop,376,1112,7294.0,8567
multiarith_0058,multiarith,4.0,4,4,4,4,True,True,True,True,both_correct,both_correct,2,2,early_stop,394,1165,7269.0,5143
multiarith_0059,multiarith,7.0,7,7,7,7,True,True,True,True,both_correct,both_correct,2,2,early_stop,408,1186,7455.0,5181
multiarith_0060,multiarith,54.0,54,54,54,54,True,True,True,True,both_correct,both_correct,2,2,early_stop,397,1154,7196.0,5054
multiarith_0061,multiarith,4.0,4,4,7,4,True,True,False,True,both_correct,wrong_to_correct,2,3,rollback,400,1188,7356.0,10193
multiarith_0062,multiarith,33.0,33,33,23,33,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,401,1187,7280.0,5142
multiarith_0063,multiarith,23.0,23,23,23,23,True,True,True,True,both_correct,both_correct,2,2,early_stop,401,1169,7308.0,5709
multiarith_0064,multiarith,9.0,9,9,5,9,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,400,1185,7300.0,5185
multiarith_0065,multiarith,24.0,24,29,24,24,True,False,True,True,wrong_to_correct,both_correct,2,2,early_stop,407,1168,7344.0,5541
multiarith_0066,multiarith,28.0,28,28,28,28,True,True,True,True,both_correct,both_correct,2,2,early_stop,398,1169,7214.0,5213
multiarith_0067,multiarith,15.0,15,15,15,15,True,True,True,True,both_correct,both_correct,2,2,early_stop,410,1205,7510.0,5307
multiarith_0068,multiarith,8.0,8,8,8,8,True,True,True,True,both_correct,both_correct,2,2,early_stop,367,1134,6984.0,5359
multiarith_0069,multiarith,47.0,47,47,50,47,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,394,1167,7286.0,5276
multiarith_0070,multiarith,51.0,51,51,33,51,True,True,False,True,both_correct,wrong_to_correct,3,4,rollback,407,1204,7503.0,13399
multiarith_0071,multiarith,53.0,53,53,49,53,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,405,1194,7410.0,5364
multiarith_0072,multiarith,20.0,20,20,20,20,True,True,True,True,both_correct,both_correct,2,2,early_stop,373,1133,7337.0,5040
multiarith_0073,multiarith,31.0,31,31,31,31,True,True,True,True,both_correct,both_correct,2,2,early_stop,404,1193,7366.0,5361
multiarith_0074,multiarith,22.0,22,22,6,22,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,397,1177,7021.0,5261
multiarith_0075,multiarith,39.0,39,39,49,39,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,405,1193,7336.0,5322
multiarith_0076,multiarith,14.0,14,14,14,14,True,True,True,True,both_correct,both_correct,2,2,early_stop,394,1181,7515.0,5353
multiarith_0077,multiarith,15.0,15,15,15,15,True,True,True,True,both_correct,both_correct,2,2,early_stop,410,1226,7572.0,5462
multiarith_0078,multiarith,30.0,30,30,30,30,True,True,True,True,both_correct,both_correct,3,3,early_stop,404,1129,7241.0,8771
multiarith_0079,multiarith,34.0,34,34,32,34,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,401,1187,7326.0,5132
multiarith_0080,multiarith,50.0,50,50,46,50,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,422,1185,7370.0,5515
singleeq_0001,singleeq,43.0,43,43,43,43,True,True,True,True,both_correct,both_correct,2,2,early_stop,389,1134,7243.0,5105
singleeq_0002,singleeq,26.0,26,26,26,26,True,True,True,True,both_correct,both_correct,2,2,early_stop,384,1137,7316.0,5034
singleeq_0003,singleeq,135.0,135,135,135,135,True,True,True,True,both_correct,both_correct,5,5,early_stop,382,1147,7293.0,14940
singleeq_0004,singleeq,6.0,6,6,6,6,True,True,True,True,both_correct,both_correct,5,5,early_stop,391,1107,7041.0,15051
singleeq_0005,singleeq,8.0,8,8,8,8,True,True,True,True,both_correct,both_correct,5,5,early_stop,384,1127,7146.0,15112
singleeq_0006,singleeq,33.0,33,33,33,33,True,True,True,True,both_correct,both_correct,2,2,early_stop,384,1137,7344.0,5042
singleeq_0007,singleeq,52.0,52,52,52,52,True,True,True,True,both_correct,both_correct,2,2,early_stop,385,1140,7319.0,5030
singleeq_0008,singleeq,10.0,10,10,10,10,True,True,True,True,both_correct,both_correct,2,2,early_stop,372,1104,7098.0,4973
singleeq_0009,singleeq,5.0,10,10,4,10,False,False,False,False,both_wrong,both_wrong,2,3,rollback,387,1145,7212.0,9402
singleeq_0010,singleeq,64.0,68,68,68,68,False,False,False,False,both_wrong,both_wrong,2,3,rollback,429,1252,7528.0,11881
singleeq_0011,singleeq,8.0,8,8,16,8,True,True,False,True,both_correct,wrong_to_correct,2,3,rollback,409,1237,7545.0,10167
singleeq_0012,singleeq,52.0,52,52,54,52,True,True,False,True,both_correct,wrong_to_correct,3,3,early_stop,392,1156,7146.0,9852
singleeq_0013,singleeq,7.0,8,8,8,7,False,False,False,True,wrong_to_correct,wrong_to_correct,3,4,rollback,378,1118,7348.0,14220
singleeq_0014,singleeq,9.0,9,9,10,9,True,True,False,True,both_correct,wrong_to_correct,4,4,early_stop,386,1150,7613.0,11567
singleeq_0015,singleeq,53.0,53,53,53,53,True,True,True,True,both_correct,both_correct,3,4,rollback,388,1149,7343.0,15277
singleeq_0016,singleeq,14.0,10,14,14,14,False,True,True,True,both_correct,both_correct,2,2,early_stop,406,1205,7267.0,5634
singleeq_0017,singleeq,21.0,21,21,23,21,True,True,False,True,both_correct,wrong_to_correct,2,2,early_stop,422,1213,7196.0,5666
singleeq_0018,singleeq,13.0,13,13,13,13,True,True,True,True,both_correct,both_correct,3,3,early_stop,369,1092,7080.0,8401
singleeq_0019,singleeq,17.0,17,17,17,17,True,True,True,True,both_correct,both_correct,2,2,early_stop,360,1065,6780.0,4856
singleeq_0020,singleeq,10.0,10,10,10,10,True,True,True,True,both_correct,both_correct,2,2,early_stop,369,1097,6962.0,5051
singleeq_0021,singleeq,16.0,16,16,16,16,True,True,True,True,both_correct,both_correct,3,3,early_stop,366,1075,6974.0,8084
singleeq_0022,singleeq,12.0,12,12,12,12,True,True,True,True,both_correct,both_correct,2,2,early_stop,374,1109,7140.0,5014
singleeq_0023,singleeq,15.0,15,15,15,15,True,True,True,True,both_correct,both_correct,5,5,early_stop,358,1063,6799.0,14627
singleeq_0024,singleeq,5.0,5,5,5,5,True,True,True,True,both_correct,both_correct,2,2,early_stop,379,1088,6789.0,4925
singleeq_0025,singleeq,14.0,14,14,14,14,True,True,True,True,both_correct,both_correct,2,2,early_stop,367,1088,7047.0,4856
singleeq_0026,singleeq,9.0,9,9,9,9,True,True,True,True,both_correct,both_correct,2,2,early_stop,357,1056,6687.0,4795
