sample_id,dataset_name,gold_answer,stop_reason,round_1_answers,round1_unique_answers,round1_all_agree,single_agent_baseline_answer,majority_voting_baseline_answer,round3_vote_available,round3_vote_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,round3_vote_correct,scrd_correct,outcome_vs_round1_vote,outcome_vs_round3_vote,effective_rounds_used,actual_rounds_executed,single_agent_total_tokens,majority_vote_total_tokens,round3_vote_total_tokens,scrd_total_tokens,rollback_events,repair_round_events,trace_found
strategyqa_0154,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,246,733,4037,4037,0,0,True
strategyqa_0155,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,239,719,4233,4233,0,0,True
strategyqa_0156,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,250,753,4196,4196,0,0,True
strategyqa_0157,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,257,763,4109,4109,0,0,True
strategyqa_0158,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,276,837,4505,4505,0,0,True
strategyqa_0159,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,244,732,4051,4051,0,0,True
strategyqa_0160,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,263,789,4230,4230,0,0,True
strategyqa_0161,strategyqa,true,rollback,"['false', 'false', 'false']",1,True,false,false,True,false,false,False,False,False,False,both_wrong,both_wrong,4,5,249,768,9031,17478,1,1,True
strategyqa_0162,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,True,true,true,False,False,True,True,improved,both_correct,3,3,267,836,9386,9386,0,0,True
strategyqa_0163,strategyqa,false,rollback,"['false', 'false', 'false']",1,True,false,false,True,false,false,True,True,True,True,both_correct,both_correct,3,4,274,831,11582,12224,1,2,True
strategyqa_0164,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,271,794,4418,4418,0,0,True
strategyqa_0165,strategyqa,true,early_stop,"['true', 'false', 'false']",2,False,true,false,False,,false,True,False,,False,both_wrong,baseline_unavailable,2,2,262,805,5744,5744,0,0,True
strategyqa_0166,strategyqa,true,early_stop,"['false', 'true', 'true']",2,False,false,true,False,,true,False,True,,True,both_correct,baseline_unavailable,2,2,265,812,4795,4795,0,0,True
strategyqa_0167,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,243,724,4050,4050,0,0,True
strategyqa_0168,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,True,true,true,True,True,True,True,both_correct,both_correct,5,5,249,746,6983,12752,0,0,True
strategyqa_0169,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,250,748,4122,4122,0,0,True
strategyqa_0170,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,268,772,5600,5600,0,0,True
strategyqa_0171,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,292,843,4876,4876,0,0,True
strategyqa_0172,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,True,true,true,True,True,True,True,both_correct,both_correct,3,3,261,783,7011,7011,0,0,True
strategyqa_0173,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,263,790,4249,4249,0,0,True
strategyqa_0174,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,245,739,4274,4274,0,0,True
strategyqa_0175,strategyqa,true,early_stop,"['false', 'true', 'true']",2,False,false,true,True,false,false,False,True,False,False,degraded,both_wrong,4,4,261,751,9085,12017,0,0,True
strategyqa_0176,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,True,true,true,False,False,True,True,improved,both_correct,3,3,265,1094,10072,10072,0,0,True
strategyqa_0177,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,254,772,4215,4215,0,0,True
strategyqa_0178,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,275,1089,4542,4542,0,0,True
strategyqa_0179,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,263,778,4119,4119,0,0,True
strategyqa_0180,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,260,763,4197,4197,0,0,True
strategyqa_0181,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,261,775,4210,4210,0,0,True
strategyqa_0182,strategyqa,true,early_stop,"['false', 'true', 'false']",2,False,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,259,764,5559,5559,0,0,True
strategyqa_0183,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,247,745,4140,4140,0,0,True
strategyqa_0184,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,249,748,4202,4202,0,0,True
strategyqa_0185,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,251,761,4218,4218,0,0,True
strategyqa_0186,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,261,782,4159,4159,0,0,True
strategyqa_0187,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,255,761,4167,4167,0,0,True
strategyqa_0188,strategyqa,true,rollback,"['true', 'true', 'true']",1,True,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,249,741,8483,9261,1,1,True
strategyqa_0189,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,244,734,4091,4091,0,0,True
strategyqa_0190,strategyqa,false,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,True,True,,True,both_correct,baseline_unavailable,2,2,234,702,4034,4034,0,0,True
strategyqa_0191,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,270,820,4541,4541,0,0,True
strategyqa_0192,strategyqa,true,rollback,"['true', 'true', 'false']",2,False,true,true,False,,false,True,True,,False,degraded,baseline_unavailable,2,3,257,767,8030,8634,1,1,True
strategyqa_0193,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,253,760,4148,4148,0,0,True
strategyqa_0194,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,262,786,4205,4205,0,0,True
strategyqa_0195,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,243,731,4032,4032,0,0,True
strategyqa_0196,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,254,756,4373,4373,0,0,True
strategyqa_0197,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,258,771,4330,4330,0,0,True
strategyqa_0198,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,262,771,4262,4262,0,0,True
strategyqa_0199,strategyqa,true,early_stop,"['false', 'false', 'false']",1,True,false,false,False,,false,False,False,,False,both_wrong,baseline_unavailable,2,2,279,797,4367,4367,0,0,True
strategyqa_0200,strategyqa,true,early_stop,"['true', 'true', 'true']",1,True,true,true,False,,true,True,True,,True,both_correct,baseline_unavailable,2,2,252,765,4204,4204,0,0,True
