sample_id,question,gold_answer,round_1_answers,single_agent_baseline_answer,majority_voting_baseline_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,scrd_correct,effective_rounds_used,actual_rounds_executed,stop_reason,single_agent_total_tokens,majority_vote_total_tokens,scrd_total_tokens,scrd_prompt_tokens,scrd_completion_tokens,agent_total_tokens,recorder_total_tokens,evaluator_total_tokens,repair_brief_total_tokens,repair_evaluator_total_tokens,repair_agent_total_tokens,dataset_name,trace_found,trace_path,usage_records_count,final_trace_rounds,execution_events_count,rollback_events,repair_round_events,stable_consensus_events,round_usage_summary_json,component_token_from_trace_json,change_vs_majority,change_vs_single_agent
gsm8k_0142,Larry spends half an hour twice a day walking and playing with his dog. He also spends a fifth of an hour every day feeding his dog. How many minutes does Larry spend on his dog each day?,72,"['72', '72', '72']",72,72,72,True,True,True,2,2,early_stop,289,896,4635,4156,479,2634,1525,476,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0142_trace.json,9,2,2,0,0,0,"{""1"": 1621, ""2"": 3014}","{""agent_round_1"": 896, ""recorder"": 1525, ""agent_normal"": 1738, ""evaluator"": 476}",both_correct,same_outcome
gsm8k_0143,"A cleaning company produces two sanitizer sprays. One spray kills 50% of germs, and another spray kills 25% of germs. However, 5% of the germs they kill are the same ones. What percentage of germs would be left after using both sanitizer sprays together?",30,"['30', '30', '30']",30,30,30,True,True,True,2,2,early_stop,351,1049,5209,4485,724,2928,1780,501,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0143_trace.json,9,2,3,0,0,1,"{""1"": 1874, ""2"": 3335}","{""agent_round_1"": 1049, ""recorder"": 1780, ""agent_normal"": 1879, ""evaluator"": 501}",both_correct,same_outcome
gsm8k_0144,"Toby is counting goldfish in the local pond. He knows that only 25% of goldfish are at the surface and the rest are too deep below the surface to be able to see. If he counts 15 goldfish, how many are below the surface?",45,"['45', '45', '45']",45,45,45,True,True,True,2,2,early_stop,316,1026,5003,4326,677,2765,1746,492,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0144_trace.json,9,2,2,0,0,0,"{""1"": 1861, ""2"": 3142}","{""agent_round_1"": 1026, ""recorder"": 1746, ""agent_normal"": 1739, ""evaluator"": 492}",both_correct,same_outcome
gsm8k_0145,"The owner of a Turkish restaurant wanted to prepare traditional dishes for an upcoming celebration. She ordered ground beef, in four-pound packages, from three different butchers. The following morning, the first butcher delivered 10 packages. A couple of hours later, 7 packages arrived from the second butcher. Finally, the third butcher’s delivery arrived at dusk. If all the ground beef delivered by the three butchers weighed 100 pounds, how many packages did the third butcher deliver?",8,"['8', '8', '8']",8,8,8,True,True,True,2,2,early_stop,400,1201,5598,4735,863,3142,1921,535,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0145_trace.json,9,2,2,0,0,0,"{""1"": 2082, ""2"": 3516}","{""agent_round_1"": 1201, ""recorder"": 1921, ""agent_normal"": 1941, ""evaluator"": 535}",both_correct,same_outcome
gsm8k_0146,James watched 2 episodes of Jeopardy and 2 episodes of Wheel of Fortune.  Jeopardy is 20 minutes and Wheel of Fortune is twice as long.  How many hours did he watch TV?,2,"['2', '2', '2']",2,2,2,True,True,True,2,2,early_stop,315,979,4711,4197,514,2677,1556,478,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0146_trace.json,9,2,2,0,0,0,"{""1"": 1789, ""2"": 2922}","{""agent_round_1"": 979, ""recorder"": 1556, ""agent_normal"": 1698, ""evaluator"": 478}",both_correct,same_outcome
gsm8k_0147,"Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. If they have to clean their rooms twice a week, how many minutes do all three spend cleaning their rooms each week?",136,"['168', '156', '168']",168,168,168,False,False,False,5,5,max_round,304,904,17443,14997,2446,9410,5513,2520,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0147_trace.json,24,5,5,0,0,0,"{""1"": 1583, ""2"": 3279, ""3"": 3455, ""4"": 4391, ""5"": 4735}","{""agent_round_1"": 904, ""recorder"": 5513, ""agent_normal"": 8506, ""evaluator"": 2520}",both_wrong,same_outcome
gsm8k_0148,"Mary has 5 green crayons and 8 blue crayons of different shades. If she gives out 3 green crayons and 1 blue crayon to Becky, how many crayons does she have left?",9,"['9', '9', '9']",9,9,9,True,True,True,2,2,early_stop,308,922,4745,4131,614,2630,1639,476,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0148_trace.json,9,2,2,0,0,0,"{""1"": 1656, ""2"": 3089}","{""agent_round_1"": 922, ""recorder"": 1639, ""agent_normal"": 1708, ""evaluator"": 476}",both_correct,same_outcome
gsm8k_0149,Winwin won $50 in a lottery. She paid 20% for the tax and she paid $5 for the processing fee. How much was she able to take home?,35,"['35', '35', '35']",35,35,35,True,True,True,2,2,early_stop,291,893,4571,4033,538,2564,1526,481,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0149_trace.json,9,2,2,0,0,0,"{""1"": 1578, ""2"": 2993}","{""agent_round_1"": 893, ""recorder"": 1526, ""agent_normal"": 1671, ""evaluator"": 481}",both_correct,same_outcome
gsm8k_0150,"In 3 years, Jayden will be half of Ernesto's age. If Ernesto is 11 years old, how many years old is Jayden now?",4,"['4', '4', '4']",4,4,4,True,True,True,2,2,early_stop,304,909,4930,4245,685,2521,1819,590,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0150_trace.json,9,2,2,0,0,0,"{""1"": 1774, ""2"": 3156}","{""agent_round_1"": 909, ""recorder"": 1819, ""agent_normal"": 1612, ""evaluator"": 590}",both_correct,same_outcome
gsm8k_0151,"Angela is a bike messenger in New York. She needs to deliver 8 times as many packages as meals. If she needs to deliver 27 meals and packages combined, how many meals does she deliver?",3,"['9', '3', '3']",9,3,3,False,True,True,3,3,early_stop,309,912,7544,6723,821,4225,2363,956,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0151_trace.json,14,3,3,0,0,0,"{""1"": 1614, ""2"": 2967, ""3"": 2963}","{""agent_round_1"": 912, ""recorder"": 2363, ""agent_normal"": 3313, ""evaluator"": 956}",both_correct,improved_over_single
gsm8k_0153,A one-year subscription to a newspaper is offered with a 45% discount. How much does the discounted subscription cost if a subscription normally costs $80?,44,"['44', '44', '44']",44,44,44,True,True,True,2,2,early_stop,273,819,4373,3928,445,2443,1462,468,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0153_trace.json,9,2,2,0,0,0,"{""1"": 1461, ""2"": 2912}","{""agent_round_1"": 819, ""recorder"": 1462, ""agent_normal"": 1624, ""evaluator"": 468}",both_correct,same_outcome
gsm8k_0154,Tim's cat bit him.  He decided to get himself and the cat checked out.  His doctor's visits $300 and insurance covered 75%.  His cat's visit cost $120 and his pet insurance covered $60.  How much did he pay?,135,"['135', '90', '105']",135,135,135,True,True,True,3,3,early_stop,346,1003,12034,9970,2064,6401,4044,1589,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0154_trace.json,14,3,3,0,0,0,"{""1"": 2033, ""2"": 4986, ""3"": 5015}","{""agent_round_1"": 1003, ""recorder"": 4044, ""agent_normal"": 5398, ""evaluator"": 1589}",both_correct,same_outcome
gsm8k_0155,"Ariella has $200 more in her son's saving account than Daniella has in her son's savings account. Ariella's account earns her simple interest at the rate of 10% per annum. If Daniella has $400, how much money will Arialla have after two years?",720,"['720', '720', '720']",720,720,720,True,True,True,2,2,early_stop,330,1020,5169,4529,640,2871,1794,504,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0155_trace.json,9,2,2,0,0,0,"{""1"": 1902, ""2"": 3267}","{""agent_round_1"": 1020, ""recorder"": 1794, ""agent_normal"": 1851, ""evaluator"": 504}",both_correct,same_outcome
gsm8k_0156,"Colby harvested his mango trees, the total mangoes he harvested is 60 kilograms. He sold 20 kilograms to the market and sold the remaining half to his community. If each kilogram contains 8 mangoes, how many mangoes does he still have?",160,"['160', '160', '240']",160,160,160,True,True,True,4,4,early_stop,299,984,12301,10542,1759,6607,4064,1630,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0156_trace.json,19,4,4,0,0,0,"{""1"": 1818, ""2"": 3664, ""3"": 3498, ""4"": 3321}","{""agent_round_1"": 984, ""recorder"": 4064, ""agent_normal"": 5623, ""evaluator"": 1630}",both_correct,same_outcome
gsm8k_0157,"George bought some food for his trip: a bottle of juice, a sandwich, and a bottle of milk. The sandwich was for $4, and the juice was two times more expensive. The bottle of milk cost was 75% of the total cost of the sandwich and juice. How much did George pay for his food?",21,"['21', '13', '13']",21,13,21,True,False,True,3,3,early_stop,354,970,9460,8032,1428,5098,3145,1217,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0157_trace.json,14,3,3,0,0,0,"{""1"": 1817, ""2"": 3580, ""3"": 4063}","{""agent_round_1"": 970, ""recorder"": 3145, ""agent_normal"": 4128, ""evaluator"": 1217}",improved_over_majority,same_outcome
gsm8k_0158,"A young girl pours 23 blue beads and 16 yellow beads into a bowl. She divides the total into 3 equal parts, removes some beads from each part, and doubles the rest to have 6 beads in each part now. How many beads were removed from each part?",10,"['10', '10', '7']",10,10,10,True,True,True,5,5,max_round,372,1092,19217,16224,2993,10560,6060,2597,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0158_trace.json,24,5,5,0,0,0,"{""1"": 1965, ""2"": 3440, ""3"": 4558, ""4"": 4810, ""5"": 4444}","{""agent_round_1"": 1092, ""recorder"": 6060, ""agent_normal"": 9468, ""evaluator"": 2597}",both_correct,same_outcome
gsm8k_0159,Jerome is taking a 150-mile bicycle trip. He wants to ride 12 miles for 12 days. How long will he ride on the 13th day to finish his goal?,6,"['6', '6', '6']",6,6,6,True,True,True,2,2,early_stop,281,844,4341,3941,400,2462,1402,477,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0159_trace.json,9,2,2,0,0,0,"{""1"": 1479, ""2"": 2862}","{""agent_round_1"": 844, ""recorder"": 1402, ""agent_normal"": 1618, ""evaluator"": 477}",both_correct,same_outcome
gsm8k_0160,"At Mario's barbershop haircuts are 50% more expensive during the weekends. If Mario paid $18 for his last haircut on Monday, how much he would have paid the day before?",27,"['27', '27', '27']",27,27,27,True,True,True,2,2,early_stop,279,850,4642,4083,559,2570,1585,487,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0160_trace.json,9,2,2,0,0,0,"{""1"": 1524, ""2"": 3118}","{""agent_round_1"": 850, ""recorder"": 1585, ""agent_normal"": 1720, ""evaluator"": 487}",both_correct,same_outcome
gsm8k_0161,John throws a block party and splits the cost with 3 other people.  They buy 100 pounds of burgers at $3 per pound.  They also buy $80 of condiments and propane to cook everything.  John also buys all the alcohol which costs $200. How much did John spend altogether,295,"['250', '250', '250']",250,250,295,False,False,True,2,2,early_stop,312,936,5277,4501,776,2887,1794,596,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0161_trace.json,9,2,2,0,0,0,"{""1"": 1589, ""2"": 3688}","{""agent_round_1"": 936, ""recorder"": 1794, ""agent_normal"": 1951, ""evaluator"": 596}",improved_over_majority,improved_over_single
gsm8k_0162,The town’s annual budget totals $32 million. If half of the budget goes towards policing and $12 million goes towards education. How much money is left for managing public spaces?,4,"['4', '4', '4']",4,4,4,True,True,True,2,2,early_stop,289,900,4701,4084,617,2598,1625,478,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0162_trace.json,9,2,2,0,0,0,"{""1"": 1625, ""2"": 3076}","{""agent_round_1"": 900, ""recorder"": 1625, ""agent_normal"": 1698, ""evaluator"": 478}",both_correct,same_outcome
gsm8k_0163,"Daniel has a collection of 346 video games. 80 of them, Daniel bought for $12 each. Of the rest, 50% were bought for $7. All others had a price of $3 each. How much did Daniel spend on all the games in his collection?",2290,"['4452', '1992', '4152']",4452,4452,4452,False,False,False,3,3,early_stop,298,898,8701,7749,952,4811,2622,1268,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0163_trace.json,14,3,3,0,0,0,"{""1"": 1521, ""2"": 3308, ""3"": 3872}","{""agent_round_1"": 898, ""recorder"": 2622, ""agent_normal"": 3913, ""evaluator"": 1268}",both_wrong,same_outcome
gsm8k_0164,James joins a football team and becomes the star.  He scores 4 touchdowns per game and each touchdown is worth 6 points.  There are 15 games in the season.  He also manages to score 2 point conversions 6 times during the season.  The old record was 300 points during the season.  How many points did James beat the old record by?,72,"['96', '96', '96']",96,96,96,False,False,False,2,2,early_stop,316,980,5014,4435,579,2738,1697,579,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0164_trace.json,9,2,2,0,0,0,"{""1"": 1752, ""2"": 3262}","{""agent_round_1"": 980, ""recorder"": 1697, ""agent_normal"": 1758, ""evaluator"": 579}",both_wrong,same_outcome
gsm8k_0165,On Monday Buddy has 30 baseball cards. On Tuesday Buddy loses half of them. On Wednesday Buddy buys 12 baseball cards. On Thursday he buys a third of what he had on Tuesday. How many baseball cards does he have on Thursday?,32,"['32', '32', '32']",32,32,32,True,True,True,2,2,early_stop,318,986,5030,4399,631,2799,1740,491,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0165_trace.json,9,2,2,0,0,0,"{""1"": 1847, ""2"": 3183}","{""agent_round_1"": 986, ""recorder"": 1740, ""agent_normal"": 1813, ""evaluator"": 491}",both_correct,same_outcome
gsm8k_0166,"Manex is a tour bus driver. He has to drive 55 miles to the destination and drive going back to the starting point on a different way that is 10 miles farther. If he can drive 1 mile for 2 minutes and stayed 2 hours at the destination, how long will it take the bus driver to do the entire tour in hours?",6,"['4', '6', '2.33']",4,4,6,False,False,True,4,4,early_stop,369,1079,13695,11586,2109,7551,4374,1770,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0166_trace.json,19,4,4,0,0,0,"{""1"": 1920, ""2"": 3606, ""3"": 4096, ""4"": 4073}","{""agent_round_1"": 1079, ""recorder"": 4374, ""agent_normal"": 6472, ""evaluator"": 1770}",improved_over_majority,improved_over_single
gsm8k_0167,"Grandpa Lou enjoys watching movies on the Hallmark channel, where every movie lasts 90 minutes.  If, on Tuesday, he watched several full-length movies on the Hallmark channel for a total of 4 hours and 30 minutes, and then on Wednesday he watched on the same channel twice as many movies as he did on Tuesday.  What is the maximum number of full-length movies Grandpa could have watched during these two days?",9,"['7', '8', '8']",7,8,9,False,False,True,5,5,max_round,331,1097,16552,14327,2225,8609,5297,2646,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0167_trace.json,24,5,5,0,0,0,"{""1"": 2004, ""2"": 3711, ""3"": 3450, ""4"": 3654, ""5"": 3733}","{""agent_round_1"": 1097, ""recorder"": 5297, ""agent_normal"": 7512, ""evaluator"": 2646}",improved_over_majority,improved_over_single
gsm8k_0168,"Janet filmed a new movie that is 60% longer than her previous 2-hour long movie.  Her previous movie cost $50 per minute to film, and the newest movie cost twice as much per minute to film as the previous movie.  What was the total amount of money required to film Janet's entire newest film?",1920,"['360', '480', '480']",360,480,184320,False,False,False,5,5,max_round,309,939,18666,15881,2785,9932,5974,2760,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0168_trace.json,24,5,5,0,0,0,"{""1"": 1642, ""2"": 3430, ""3"": 3352, ""4"": 4926, ""5"": 5316}","{""agent_round_1"": 939, ""recorder"": 5974, ""agent_normal"": 8993, ""evaluator"": 2760}",both_wrong,same_outcome
gsm8k_0169,"Silvia’s bakery is offering 10% on advanced orders over $50.00.  She orders 2 quiches for $15.00 each, 6 croissants at $3.00 each and 6 buttermilk biscuits for $2.00 each.  How much will her order be with the discount?",54,"['42.3', '42.3', '42.3']",42.3,42.3,42.0,False,False,False,4,6,rollback_triggered,320,958,22862,20100,2762,9538,5947,2477,1930,724,2246,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0169_trace.json,31,4,9,1,1,0,"{""1"": 1592, ""2"": 3237, ""3"": 3315, ""4"": 4161, ""5"": 9594}","{""agent_round_1"": 958, ""recorder"": 5947, ""agent_normal"": 8580, ""evaluator"": 2477, ""repair_brief_generator"": 1930, ""repair_agent"": 2246, ""repair_evaluator"": 724}",both_wrong,same_outcome
gsm8k_0171,"Mel is three years younger than Katherine.  When Katherine is two dozen years old, how old will Mel be in years?",21,"['21', '21', '21']",21,21,21,True,True,True,2,2,early_stop,273,803,4355,3894,461,2429,1462,464,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0171_trace.json,9,2,2,0,0,0,"{""1"": 1446, ""2"": 2909}","{""agent_round_1"": 803, ""recorder"": 1462, ""agent_normal"": 1626, ""evaluator"": 464}",both_correct,same_outcome
gsm8k_0172,James collects all the fruits from his 2 trees.  Each tree has 20 plants.  Each plant has 1 seed and he plants 60% of those.  How many trees did he plant?,24,"['24', '24', '24']",24,24,24,True,True,True,2,2,early_stop,303,909,4510,4041,469,2573,1457,480,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0172_trace.json,9,2,2,0,0,0,"{""1"": 1581, ""2"": 2929}","{""agent_round_1"": 909, ""recorder"": 1457, ""agent_normal"": 1664, ""evaluator"": 480}",both_correct,same_outcome
gsm8k_0173,Kyle bought 2 glass bottles that can hold 15 origami stars each. He then bought another 3 identical glass bottles. How many stars must Kyle make to fill all the glass bottles he bought?,75,"['75', '75', '75']",75,75,75,True,True,True,2,2,early_stop,300,902,4530,4080,450,2577,1470,483,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0173_trace.json,9,2,2,0,0,0,"{""1"": 1614, ""2"": 2916}","{""agent_round_1"": 902, ""recorder"": 1470, ""agent_normal"": 1675, ""evaluator"": 483}",both_correct,same_outcome
gsm8k_0174,"Mark has two pets, a hare that runs 10 feet/second and a turtle that crawls 1 foot/second. If they're going to run a 20 foot-race, how much of a head start (in seconds) does the turtle need to finish in a tie?",18,"['9', '18', '18']",9,18,18,False,True,True,5,5,max_round,299,895,17943,15452,2491,10252,5325,2366,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0174_trace.json,24,5,5,0,0,0,"{""1"": 1516, ""2"": 3208, ""3"": 4373, ""4"": 4484, ""5"": 4362}","{""agent_round_1"": 895, ""recorder"": 5325, ""agent_normal"": 9357, ""evaluator"": 2366}",both_correct,improved_over_single
gsm8k_0175,"Movie tickets cost $5 each on a Monday, twice as much on a Wednesday, and five times as much as Monday on a Saturday. If Glenn goes to the movie theater on Wednesday and Saturday, how much does he spend?",35,"['35', '35', '35']",35,35,35,True,True,True,2,2,early_stop,296,888,4514,4058,456,2562,1465,487,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0175_trace.json,9,2,2,0,0,0,"{""1"": 1559, ""2"": 2955}","{""agent_round_1"": 888, ""recorder"": 1465, ""agent_normal"": 1674, ""evaluator"": 487}",both_correct,same_outcome
gsm8k_0176,"Conner has a dune buggy that he rides in the desert.  On flat sand, it can ride at a speed of 60 miles per hour.  When traveling on downhill slopes, it can race at 12 miles per hour faster than it can when it is on flat sand.  And when riding on an uphill inclined slow, it travels at a speed 18 miles per hour slower than when it is riding on flat sand.  If Conner rides his dune buggy one-third of the time on flat sand, one-third of the time on uphill slopes, and one-third of the time on downhill slopes, what is his average speed in miles per hour?",58,"['58', '50', '50']",58,50,58,True,False,True,2,3,rollback_triggered,421,1182,10296,9218,1078,3115,2912,688,848,695,2038,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0176_trace.json,15,2,6,1,1,0,"{""1"": 2049, ""2"": 7399}","{""agent_round_1"": 1182, ""recorder"": 2912, ""agent_normal"": 1933, ""evaluator"": 688, ""repair_brief_generator"": 848, ""repair_agent"": 2038, ""repair_evaluator"": 695}",improved_over_majority,same_outcome
gsm8k_0177,A store sells 20 packets of 100 grams of sugar every week. How many kilograms of sugar does it sell every week?,2,"['2', '2', '2']",2,2,2,True,True,True,2,2,early_stop,315,877,4517,3967,550,2530,1516,471,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0177_trace.json,9,2,2,0,0,0,"{""1"": 1562, ""2"": 2955}","{""agent_round_1"": 877, ""recorder"": 1516, ""agent_normal"": 1653, ""evaluator"": 471}",both_correct,same_outcome
gsm8k_0178,"James decides to replace his car.  He sold his $20,000 car for 80% of its value and then was able to haggle to buy a $30,000 sticker price car for 90% of its value.  How much was he out of pocket?",11000,"['7000', '9000', '7000']",7000,7000,11000,False,False,True,3,3,early_stop,313,958,9346,8100,1246,5306,2908,1132,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0178_trace.json,14,3,3,0,0,0,"{""1"": 1720, ""2"": 3470, ""3"": 4156}","{""agent_round_1"": 958, ""recorder"": 2908, ""agent_normal"": 4348, ""evaluator"": 1132}",improved_over_majority,improved_over_single
gsm8k_0180,Colton had 72 dolphin stickers. He gave 4 stickers each to 3 friends.  He also gave his friend Mandy 2 more than he gave his three friends total.   And he gave Justin 10 less than Mandy.  How many stickers does Colton have left?,42,"['42', '58', '42']",42,42,42,True,True,True,3,3,early_stop,361,1018,8462,7586,876,4719,2603,1140,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0180_trace.json,14,3,3,0,0,0,"{""1"": 1979, ""2"": 3444, ""3"": 3039}","{""agent_round_1"": 1018, ""recorder"": 2603, ""agent_normal"": 3701, ""evaluator"": 1140}",both_correct,same_outcome
gsm8k_0181,"Derek has $960 to buy his books for the semester. He spends half of that on his textbooks, and he spends a quarter of what is left on his school supplies. What is the amount of money Derek has left?",360,"['360', '360', '360']",360,360,360,True,True,True,2,2,early_stop,320,961,4958,4267,691,2700,1762,496,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0181_trace.json,9,2,2,0,0,0,"{""1"": 1761, ""2"": 3197}","{""agent_round_1"": 961, ""recorder"": 1762, ""agent_normal"": 1739, ""evaluator"": 496}",both_correct,same_outcome
gsm8k_0182,A certain tree was 100 meters tall at the end of 2017. It will grow 10% more than its previous height each year. How long has the tree grown from 2017 until the end of 2019?,21,"['20', '20', '20']",20,20,21,False,False,True,2,2,early_stop,291,872,4632,4142,490,2647,1488,497,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0182_trace.json,9,2,2,0,0,0,"{""1"": 1486, ""2"": 3146}","{""agent_round_1"": 872, ""recorder"": 1488, ""agent_normal"": 1775, ""evaluator"": 497}",improved_over_majority,improved_over_single
gsm8k_0183,"Lisa and Carly go shopping together. Lisa spends $40 on t-shirts then spends half of this amount on jeans and twice this amount on coats. Carly spends only a quarter as much as Lisa on t-shirts but spends 3 times as much on jeans and a quarter of the amount Lisa spent on coats. In dollars, how much did Lisa and Carly spend in total?",230,"['150', '150', '230']",150,150,230,False,False,True,4,4,early_stop,352,1066,14701,12477,2224,7546,4825,2330,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0183_trace.json,19,4,4,0,0,0,"{""1"": 2009, ""2"": 3774, ""3"": 4605, ""4"": 4313}","{""agent_round_1"": 1066, ""recorder"": 4825, ""agent_normal"": 6480, ""evaluator"": 2330}",improved_over_majority,improved_over_single
gsm8k_0184,"A small poultry farm has 300 chickens, 200 turkeys and 80 guinea fowls. A strange, incurable disease hit the farm and every day the farmer lost 20 chickens, 8 turkeys and 5 guinea fowls. After a week, how many birds will be left in the poultry?",349,"['274', '390', '292']",274,274,274,False,False,False,3,3,early_stop,306,936,9058,8040,1018,5214,2673,1171,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0184_trace.json,14,3,3,0,0,0,"{""1"": 1682, ""2"": 3995, ""3"": 3381}","{""agent_round_1"": 936, ""recorder"": 2673, ""agent_normal"": 4278, ""evaluator"": 1171}",both_wrong,same_outcome
gsm8k_0185,"After tests in California, the total number of Coronavirus cases was recorded as 2000 positive cases on a particular day. The number of cases increased by 500 on the second day, with 50 recoveries. On the third day, the total number of new cases spiked to 1500 with 200 recoveries. What's the total number of positive cases after the third day?",3750,"['4750', '4750', '4750']",4750,4750,3750,False,False,True,5,5,max_round,333,999,18807,16119,2688,10138,5776,2893,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0185_trace.json,24,5,5,0,0,0,"{""1"": 1641, ""2"": 3256, ""3"": 3922, ""4"": 5122, ""5"": 4866}","{""agent_round_1"": 999, ""recorder"": 5776, ""agent_normal"": 9139, ""evaluator"": 2893}",improved_over_majority,improved_over_single
gsm8k_0186,Caleb and his dad went fishing at the lake.  Caleb caught 2 trouts and his dad caught three times as much as Caleb.  How many more trouts did his dad catch compared to Caleb?,4,"['4', '4', '4']",4,4,4,True,True,True,2,2,early_stop,291,889,4565,4059,506,2561,1526,478,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0186_trace.json,9,2,2,0,0,0,"{""1"": 1592, ""2"": 2973}","{""agent_round_1"": 889, ""recorder"": 1526, ""agent_normal"": 1672, ""evaluator"": 478}",both_correct,same_outcome
gsm8k_0187,Christina has 3 snakes. 1 snake is 2 feet long. Another snake is 16 inches long. The last snake is 10 inches long. How many inches are all of her snakes combined?,50,"['42', '42', '44']",42,42,42,False,False,False,5,5,max_round,278,834,18301,15886,2415,10250,5415,2636,0,0,0,gsm8k,True,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0187_trace.json,24,5,5,0,0,0,"{""1"": 1552, ""2"": 3995, ""3"": 4281, ""4"": 4169, ""5"": 4304}","{""agent_round_1"": 834, ""recorder"": 5415, ""agent_normal"": 9416, ""evaluator"": 2636}",both_wrong,same_outcome
