sample_id,trace_path,usage_records_count,final_trace_rounds,execution_events_count,rollback_events,repair_round_events,stable_consensus_events,round_usage_summary_json,round3_answers_json
gsm8k_0136,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0136_trace.json,9,2,3,0,0,0,"{""1"": 1690, ""2"": 3326}",[]
gsm8k_0137,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0137_trace.json,9,2,3,0,0,0,"{""1"": 2090, ""2"": 3600}",[]
gsm8k_0138,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0138_trace.json,9,2,3,0,0,0,"{""1"": 1666, ""2"": 2946}",[]
gsm8k_0139,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0139_trace.json,9,2,3,0,0,1,"{""1"": 1479, ""2"": 3274}",[]
gsm8k_0140,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0140_trace.json,24,5,6,0,0,0,"{""1"": 1631, ""2"": 3061, ""3"": 3041, ""4"": 3015, ""5"": 3014}","[""24"", ""24"", ""24""]"
gsm8k_0141,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0141_trace.json,9,2,3,0,0,0,"{""1"": 1551, ""2"": 3227}",[]
gsm8k_0142,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0142_trace.json,9,2,3,0,0,0,"{""1"": 1580, ""2"": 3029}",[]
gsm8k_0143,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0143_trace.json,14,3,4,0,0,0,"{""1"": 1778, ""2"": 3335, ""3"": 3936}","[""68"", ""30%"", ""30""]"
gsm8k_0144,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0144_trace.json,9,2,3,0,0,0,"{""1"": 1681, ""2"": 2965}",[]
gsm8k_0145,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0145_trace.json,20,3,7,1,2,0,"{""1"": 2212, ""2"": 9227, ""3"": 4543}","[""8"", ""8"", ""21""]"
gsm8k_0146,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0146_trace.json,24,5,6,0,0,0,"{""1"": 1833, ""2"": 3710, ""3"": 4242, ""4"": 4066, ""5"": 4036}","[""2.6667"", ""3"", ""2""]"
gsm8k_0147,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0147_trace.json,9,2,3,0,0,0,"{""1"": 1578, ""2"": 3503}",[]
gsm8k_0148,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0148_trace.json,9,2,3,0,0,0,"{""1"": 1719, ""2"": 3036}",[]
gsm8k_0149,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0149_trace.json,14,3,4,0,0,0,"{""1"": 1635, ""2"": 3800, ""3"": 4068}","[""35"", ""35"", ""35""]"
gsm8k_0150,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0150_trace.json,9,2,3,0,0,0,"{""1"": 1576, ""2"": 2984}",[]
gsm8k_0151,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0151_trace.json,9,2,3,0,0,0,"{""1"": 1598, ""2"": 3066}",[]
gsm8k_0152,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0152_trace.json,9,2,3,0,0,0,"{""1"": 1702, ""2"": 3101}",[]
gsm8k_0153,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0153_trace.json,9,2,3,0,0,0,"{""1"": 1461, ""2"": 3020}",[]
gsm8k_0154,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0154_trace.json,9,2,3,0,0,0,"{""1"": 1703, ""2"": 3413}",[]
gsm8k_0155,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0155_trace.json,9,2,3,0,0,0,"{""1"": 1814, ""2"": 3594}",[]
gsm8k_0156,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0156_trace.json,9,2,3,0,0,0,"{""1"": 1959, ""2"": 3506}",[]
gsm8k_0157,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0157_trace.json,25,4,8,1,2,0,"{""1"": 1976, ""2"": 4147, ""3"": 9260, ""4"": 3056}","[""21"", ""21"", ""21""]"
gsm8k_0158,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0158_trace.json,15,2,6,1,1,0,"{""1"": 1918, ""2"": 6942}",[]
gsm8k_0159,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0159_trace.json,19,4,5,0,0,0,"{""1"": 1481, ""2"": 2975, ""3"": 3099, ""4"": 3179}","[""6"", ""6"", ""6""]"
gsm8k_0160,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0160_trace.json,9,2,3,0,0,0,"{""1"": 1463, ""2"": 3070}",[]
gsm8k_0161,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0161_trace.json,15,2,6,1,1,0,"{""1"": 1589, ""2"": 8236}",[]
gsm8k_0162,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0162_trace.json,9,2,3,0,0,0,"{""1"": 1644, ""2"": 3154}",[]
gsm8k_0163,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0163_trace.json,14,3,4,0,0,0,"{""1"": 1585, ""2"": 3309, ""3"": 4006}","[""4152"", ""4140"", ""1644""]"
gsm8k_0164,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0164_trace.json,9,2,3,0,0,0,"{""1"": 1561, ""2"": 3057}",[]
gsm8k_0165,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0165_trace.json,20,3,7,1,2,0,"{""1"": 1784, ""2"": 7345, ""3"": 3785}","[""32"", ""29"", ""32""]"
gsm8k_0166,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0166_trace.json,9,2,3,0,0,1,"{""1"": 1774, ""2"": 3669}",[]
gsm8k_0167,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0167_trace.json,9,2,3,0,0,0,"{""1"": 1996, ""2"": 3559}",[]
gsm8k_0168,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0168_trace.json,9,2,3,0,0,0,"{""1"": 1546, ""2"": 3001}",[]
gsm8k_0169,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0169_trace.json,9,2,3,0,0,0,"{""1"": 1588, ""2"": 3099}",[]
gsm8k_0170,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0170_trace.json,20,3,7,1,2,0,"{""1"": 1505, ""2"": 7222, ""3"": 3928}","[""216"", ""216"", ""216""]"
gsm8k_0171,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0171_trace.json,9,2,3,0,0,0,"{""1"": 1435, ""2"": 2923}",[]
gsm8k_0172,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0172_trace.json,14,3,4,0,0,0,"{""1"": 1620, ""2"": 3178, ""3"": 3052}","[""24"", ""24"", ""24""]"
gsm8k_0173,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0173_trace.json,9,2,3,0,0,0,"{""1"": 1482, ""2"": 2983}",[]
gsm8k_0174,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0174_trace.json,9,2,3,0,0,0,"{""1"": 1517, ""2"": 3126}",[]
gsm8k_0175,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0175_trace.json,9,2,3,0,0,0,"{""1"": 1588, ""2"": 3121}",[]
gsm8k_0176,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0176_trace.json,9,2,3,0,0,0,"{""1"": 1919, ""2"": 3845}",[]
gsm8k_0177,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0177_trace.json,9,2,3,0,0,0,"{""1"": 1657, ""2"": 2990}",[]
gsm8k_0178,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0178_trace.json,15,2,6,1,1,0,"{""1"": 1760, ""2"": 6955}",[]
gsm8k_0179,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0179_trace.json,20,3,7,1,1,0,"{""1"": 1760, ""2"": 4388, ""3"": 10145}","[""21.88"", ""23.00"", ""30.87""]"
gsm8k_0180,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0180_trace.json,9,2,3,0,0,0,"{""1"": 1492, ""2"": 2924}",[]
gsm8k_0181,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0181_trace.json,9,2,3,0,0,0,"{""1"": 1761, ""2"": 3194}",[]
gsm8k_0182,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0182_trace.json,9,2,3,0,0,0,"{""1"": 1656, ""2"": 3613}",[]
gsm8k_0183,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0183_trace.json,25,4,8,1,3,0,"{""1"": 2105, ""2"": 7773, ""3"": 4127, ""4"": 3082}","[""210"", ""180"", ""180""]"
gsm8k_0184,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0184_trace.json,14,3,4,0,0,0,"{""1"": 1593, ""2"": 3383, ""3"": 3880}","[""349"", ""292"", ""349""]"
gsm8k_0185,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0185_trace.json,24,5,6,0,0,0,"{""1"": 1666, ""2"": 3676, ""3"": 3327, ""4"": 3455, ""5"": 3609}","[""4750"", ""4750"", ""4750""]"
gsm8k_0186,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0186_trace.json,9,2,3,0,0,0,"{""1"": 1598, ""2"": 3081}",[]
gsm8k_0187,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0187_trace.json,14,3,4,0,0,0,"{""1"": 1478, ""2"": 3243, ""3"": 3912}","[""44"", ""44"", ""50""]"
gsm8k_0188,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0188_trace.json,9,2,3,0,0,0,"{""1"": 1647, ""2"": 3326}",[]
gsm8k_0189,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0189_trace.json,9,2,3,0,0,0,"{""1"": 1536, ""2"": 3057}",[]
gsm8k_0190,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0190_trace.json,20,3,7,1,1,0,"{""1"": 1952, ""2"": 3345, ""3"": 6961}","[""48"", ""48"", ""48""]"
gsm8k_0191,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0191_trace.json,15,2,6,1,1,0,"{""1"": 1761, ""2"": 7095}",[]
gsm8k_0192,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0192_trace.json,9,2,3,0,0,0,"{""1"": 1909, ""2"": 3879}",[]
gsm8k_0193,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0193_trace.json,19,4,5,0,0,0,"{""1"": 1560, ""2"": 3379, ""3"": 3932, ""4"": 3562}","[""554.71"", ""554.71"", ""731.25""]"
gsm8k_0194,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0194_trace.json,9,2,3,0,0,0,"{""1"": 1739, ""2"": 3305}",[]
gsm8k_0195,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0195_trace.json,20,3,7,1,2,0,"{""1"": 1570, ""2"": 6620, ""3"": 4037}","[""322"", ""322"", ""322""]"
gsm8k_0196,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0196_trace.json,9,2,3,0,0,0,"{""1"": 1766, ""2"": 3456}",[]
gsm8k_0197,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0197_trace.json,9,2,3,0,0,0,"{""1"": 1581, ""2"": 2979}",[]
gsm8k_0198,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0198_trace.json,19,4,5,0,0,0,"{""1"": 1829, ""2"": 3014, ""3"": 3009, ""4"": 3009}","[""24"", ""24"", ""24""]"
gsm8k_0199,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0199_trace.json,14,3,4,0,0,0,"{""1"": 1888, ""2"": 4126, ""3"": 3822}","[""80"", ""40"", ""40""]"
gsm8k_0200,C:\Users\chen\Desktop\MY_MAD\outputs\gsm8k\traces\gsm8k_0200_trace.json,25,4,8,1,2,0,"{""1"": 1550, ""2"": 3364, ""3"": 7944, ""4"": 4035}","[""300"", ""300"", ""150""]"
