sample_id,dataset_name,gold_answer,stop_reason,round_1_answers,round1_unique_answers,round1_all_agree,single_agent_baseline_answer,majority_voting_baseline_answer,round3_vote_available,round3_vote_answer,scrd_final_answer,single_agent_correct,majority_voting_correct,round3_vote_correct,scrd_correct,outcome_vs_round1_vote,outcome_vs_round3_vote,effective_rounds_used,actual_rounds_executed,single_agent_total_tokens,majority_vote_total_tokens,round3_vote_total_tokens,scrd_total_tokens,rollback_events,repair_round_events,trace_found
gsm8k_0156,gsm8k,160,early_stop,"['160', '320', '20']",3,False,160,160,False,,160,True,True,,True,both_correct,baseline_unavailable,2,2,343,1020,5465,5465,0,0,True
gsm8k_0157,gsm8k,21,rollback,"['21', '21', '18']",2,False,21,21,True,21,21,True,True,True,True,both_correct,both_correct,4,5,351,1040,15383,19337,1,2,True
gsm8k_0158,gsm8k,10,rollback,"['10', '10', '10']",1,True,10,10,False,,7,True,True,,False,degraded,baseline_unavailable,2,3,373,1074,8860,9571,1,1,True
gsm8k_0159,gsm8k,6,early_stop,"['6', '6', '6']",1,True,6,6,True,6,6,True,True,True,True,both_correct,both_correct,4,4,281,845,7555,10734,0,0,True
gsm8k_0160,gsm8k,27,early_stop,"['27', '27', '27']",1,True,27,27,False,,27,True,True,,True,both_correct,baseline_unavailable,2,2,279,837,4533,4533,0,0,True
gsm8k_0161,gsm8k,295,rollback,"['250', '250', '250']",1,True,250,250,False,,295,False,False,,True,improved,baseline_unavailable,2,3,312,936,9825,10573,1,1,True
gsm8k_0162,gsm8k,4,early_stop,"['4', '4', '4']",1,True,4,4,False,,4,True,True,,True,both_correct,baseline_unavailable,2,2,294,907,4798,4798,0,0,True
gsm8k_0163,gsm8k,2290,early_stop,"['4152', '1644', '1644']",2,False,4152,1644,True,4152,4152,False,False,False,False,both_wrong,both_wrong,3,3,300,898,8900,8900,0,0,True
gsm8k_0164,gsm8k,72,early_stop,"['96', '96', '96']",1,True,96,96,False,,96,False,False,,False,both_wrong,baseline_unavailable,2,2,316,953,4618,4618,0,0,True
gsm8k_0165,gsm8k,32,rollback,"['30', '30', '32']",2,False,30,30,True,32,32,False,False,True,True,improved,both_correct,3,4,318,961,12914,13702,1,2,True
gsm8k_0166,gsm8k,6,early_stop,"['3.5', '4.5', '4.33']",3,False,3.5,3.5,False,,6,False,False,,True,improved,baseline_unavailable,2,2,327,1002,5443,5443,0,0,True
gsm8k_0167,gsm8k,9,early_stop,"['9', '7', '8']",3,False,9,9,False,,9,True,True,,True,both_correct,baseline_unavailable,2,2,399,1111,5555,5555,0,0,True
gsm8k_0168,gsm8k,1920,early_stop,"['480', '480', '480']",1,True,480,480,False,,480,False,False,,False,both_wrong,baseline_unavailable,2,2,309,926,4547,4547,0,0,True
gsm8k_0169,gsm8k,54,early_stop,"['42.3', '42.3', '42.3']",1,True,42.3,42.3,False,,42.3,False,False,,False,both_wrong,baseline_unavailable,2,2,320,954,4687,4687,0,0,True
gsm8k_0170,gsm8k,216,rollback,"['108', '180', '180']",2,False,108,180,True,216,216,False,False,True,True,improved,both_correct,3,4,276,831,12655,13415,1,2,True
gsm8k_0171,gsm8k,21,early_stop,"['21', '21', '21']",1,True,21,21,False,,21,True,True,,True,both_correct,baseline_unavailable,2,2,271,802,4358,4358,0,0,True
gsm8k_0172,gsm8k,24,early_stop,"['24', '24', '24']",1,True,24,24,True,24,24,True,True,True,True,both_correct,both_correct,3,3,303,909,7850,7850,0,0,True
gsm8k_0173,gsm8k,75,early_stop,"['75', '75', '75']",1,True,75,75,False,,75,True,True,,True,both_correct,baseline_unavailable,2,2,282,846,4465,4465,0,0,True
gsm8k_0174,gsm8k,18,early_stop,"['18', '18', '18']",1,True,18,18,False,,18,True,True,,True,both_correct,baseline_unavailable,2,2,298,894,4643,4643,0,0,True
gsm8k_0175,gsm8k,35,early_stop,"['35', '35', '35']",1,True,35,35,False,,35,True,True,,True,both_correct,baseline_unavailable,2,2,308,900,4709,4709,0,0,True
gsm8k_0176,gsm8k,58,early_stop,"['58', '50', '50']",2,False,58,50,False,,50,True,False,,False,both_wrong,baseline_unavailable,2,2,407,1165,5764,5764,0,0,True
gsm8k_0177,gsm8k,2,early_stop,"['2', '2', '2']",1,True,2,2,False,,2,True,True,,True,both_correct,baseline_unavailable,2,2,281,889,4647,4647,0,0,True
gsm8k_0178,gsm8k,11000,rollback,"['9400', '9000', '7000']",3,False,9400,9400,False,,11000,False,False,,True,improved,baseline_unavailable,2,3,321,966,8715,9430,1,1,True
gsm8k_0179,gsm8k,23,rollback,"['18.75', '17.5', '18.75']",2,False,18.75,18.75,True,21.88,21.88,False,False,False,False,both_wrong,both_wrong,3,4,333,992,16293,17147,1,1,True
gsm8k_0180,gsm8k,42,early_stop,"['58', '58', '58']",1,True,58,58,False,,58,False,False,,False,both_wrong,baseline_unavailable,2,2,296,890,4416,4416,0,0,True
gsm8k_0181,gsm8k,360,early_stop,"['360', '360', '360']",1,True,360,360,False,,360,True,True,,True,both_correct,baseline_unavailable,2,2,326,968,4955,4955,0,0,True
gsm8k_0182,gsm8k,21,early_stop,"['21', '21', '21']",1,True,21,21,False,,21,True,True,,True,both_correct,baseline_unavailable,2,2,291,919,5269,5269,0,0,True
gsm8k_0183,gsm8k,230,rollback,"['230', '230', '150']",2,False,230,230,True,180,180,True,True,False,False,degraded,both_wrong,4,5,365,1118,14005,18069,1,3,True
gsm8k_0184,gsm8k,349,early_stop,"['292', '390', '292']",2,False,292,292,True,349,349,False,False,True,True,improved,both_correct,3,3,304,934,8856,8856,0,0,True
gsm8k_0185,gsm8k,3750,early_stop,"['4750', '4750', '4750']",1,True,4750,4750,True,4750,4750,False,False,False,False,both_wrong,both_wrong,5,5,333,999,8669,15733,0,0,True
gsm8k_0186,gsm8k,4,early_stop,"['4', '4', '4']",1,True,4,4,False,,4,True,True,,True,both_correct,baseline_unavailable,2,2,299,899,4679,4679,0,0,True
gsm8k_0187,gsm8k,50,early_stop,"['42', '44', '28']",3,False,42,42,True,44,44,False,False,False,False,both_wrong,both_wrong,3,3,278,834,8633,8633,0,0,True
gsm8k_0188,gsm8k,70,early_stop,"['47', '47', '37']",2,False,47,47,False,,47,False,False,,False,both_wrong,baseline_unavailable,2,2,308,926,4973,4973,0,0,True
gsm8k_0189,gsm8k,10,early_stop,"['10', '10', '10']",1,True,10,10,False,,10,True,True,,True,both_correct,baseline_unavailable,2,2,287,861,4593,4593,0,0,True
gsm8k_0190,gsm8k,48,rollback,"['48', '48', '128']",2,False,48,48,True,48,48,True,True,True,True,both_correct,both_correct,3,4,345,1015,12258,12896,1,1,True
gsm8k_0191,gsm8k,46,rollback,"['49', '10', '46']",3,False,49,49,False,,24,False,False,,False,both_wrong,baseline_unavailable,2,3,298,925,8856,9689,1,1,True
gsm8k_0192,gsm8k,96,early_stop,"['66 weasels, 30 rabbits', '62 weasels, 32 rabbits', '64 weasels, 22 rabbits']",3,False,"66 weasels, 30 rabbits","66 weasels, 30 rabbits",False,,"64 weasels, 32 rabbits",False,False,,False,both_wrong,baseline_unavailable,2,2,317,1051,5788,5788,0,0,True
gsm8k_0193,gsm8k,670,early_stop,"['554.71', '570', '570']",2,False,554.71,570,True,554.71,554.71,False,False,False,False,both_wrong,both_wrong,4,4,311,920,8871,12433,0,0,True
gsm8k_0194,gsm8k,160,early_stop,"['160', '160', '160']",1,True,160,160,False,,160,True,True,,True,both_correct,baseline_unavailable,2,2,344,973,5044,5044,0,0,True
gsm8k_0195,gsm8k,322,rollback,"['257', '250', '250']",2,False,257,250,True,322,322,False,False,True,True,improved,both_correct,3,4,315,944,12227,12917,1,2,True
gsm8k_0196,gsm8k,30,early_stop,"['30', '30', '10']",2,False,30,30,False,,30,True,True,,True,both_correct,baseline_unavailable,2,2,325,894,5222,5222,0,0,True
gsm8k_0197,gsm8k,15,early_stop,"['15', '15', '15']",1,True,15,15,False,,15,True,True,,True,both_correct,baseline_unavailable,2,2,299,881,4560,4560,0,0,True
gsm8k_0198,gsm8k,24,early_stop,"['24', '24', '24']",1,True,24,24,True,24,24,True,True,True,True,both_correct,both_correct,4,4,346,1023,7852,10861,0,0,True
gsm8k_0199,gsm8k,30,early_stop,"['40', '40', '40']",1,True,40,40,True,40,40,False,False,False,False,both_wrong,both_wrong,3,3,323,969,9836,9836,0,0,True
gsm8k_0200,gsm8k,150,rollback,"['300', '300', '300']",1,True,300,300,True,300,180,False,False,False,False,both_wrong,both_wrong,4,5,312,938,12858,17734,1,2,True
